student_id,counsellor_note
STU14132,Student expressed some stress regarding coursework. Situation monitored.
STU14133,No further action needed. Situation monitored.
STU14134,"Discussed minor career goals, doing fine. Follow-up required."
STU14135,Student expressed some stress regarding coursework. Situation monitored.
STU14136,Monitor attendance next month. Situation monitored.
STU14137,Multiple backlogs. Demotivated. Situation monitored.
STU14138,"Discussed minor career goals, doing fine. Action plan discussed."
STU14139,Mental health challenges affecting academics. Situation monitored.
STU14140,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU14141,Emergency contact notified. Situation monitored.
STU14142,Severe lack of attendance. Unresponsive to emails. Follow-up required.
STU14143,Good academic-social balance. Action plan discussed.
STU14144,Occasional absence noted. Action plan discussed.
STU14145,Participates actively in class. Follow-up required.
STU14146,Monitor attendance next month. Action plan discussed.
STU14147,Good academic-social balance. Follow-up required.
STU14148,Student expressed some stress regarding coursework. Follow-up required.
STU14149,Monitor attendance next month. Action plan discussed.
STU14150,No further action needed. Action plan discussed.
STU14151,Participates actively in class. Situation monitored.
STU14152,"Discussed minor career goals, doing fine. Follow-up required."
STU14153,Mental health challenges affecting academics. Situation monitored.
STU14154,"Discussed minor career goals, doing fine. Situation monitored."
STU14155,Occasional absence noted. Follow-up required.
STU14156,Family concerns mentioned briefly. Situation monitored.
STU14157,Discussed dropping out due to financial stress. Action plan discussed.
STU14158,Participates actively in class. Follow-up required.
STU14159,"Discussed minor career goals, doing fine. Action plan discussed."
STU14160,Student is performing well. Situation monitored.
STU14161,No further action needed. Situation monitored.
STU14162,Mental health challenges affecting academics. Situation monitored.
STU14163,Occasional absence noted. Action plan discussed.
STU14164,Family concerns mentioned briefly. Situation monitored.
STU14165,Participates actively in class. Action plan discussed.
STU14166,Occasional absence noted. Situation monitored.
STU14167,Monitor attendance next month. Action plan discussed.
STU14168,No major issues reported. Situation monitored.
STU14169,Student is performing well. Action plan discussed.
STU14170,Mental health challenges affecting academics. Situation monitored.
STU14171,Participates actively in class. Follow-up required.
STU14172,Student is performing well. Follow-up required.
STU14173,Good academic-social balance. Situation monitored.
STU14174,No major issues reported. Action plan discussed.
STU14175,No major issues reported. Situation monitored.
STU14176,No further action needed. Situation monitored.
STU14177,No further action needed. Follow-up required.
STU14178,No major issues reported. Follow-up required.
STU14179,Family concerns mentioned briefly. Situation monitored.
STU14180,Participates actively in class. Situation monitored.
STU14181,No major issues reported. Follow-up required.
STU14182,Occasional absence noted. Action plan discussed.
STU14183,Needs to improve focus in class. Action plan discussed.
STU14184,No further action needed. Situation monitored.
STU14185,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU14186,Good academic-social balance. Action plan discussed.
STU14187,Occasional absence noted. Situation monitored.
STU14188,No major issues reported. Situation monitored.
STU14189,Multiple backlogs. Demotivated. Action plan discussed.
STU14190,Occasional absence noted. Situation monitored.
STU14191,Good academic-social balance. Action plan discussed.
STU14192,No major issues reported. Action plan discussed.
STU14193,"Working too many part-time hours, neglecting studies. Action plan discussed."
STU14194,"Discussed minor career goals, doing fine. Situation monitored."
STU14195,Good academic-social balance. Action plan discussed.
STU14196,No further action needed. Situation monitored.
STU14197,Student is performing well. Action plan discussed.
STU14198,Discussed dropping out due to financial stress. Follow-up required.
STU14199,Monitor attendance next month. Follow-up required.
STU14200,Student is performing well. Action plan discussed.
STU14201,Participates actively in class. Action plan discussed.
STU14202,No further action needed. Situation monitored.
STU14203,Good academic-social balance. Situation monitored.
STU14204,Participates actively in class. Follow-up required.
STU14205,No further action needed. Action plan discussed.
STU14206,Student is performing well. Action plan discussed.
STU14207,Student expressed some stress regarding coursework. Follow-up required.
STU14208,Student is performing well. Follow-up required.
STU14209,Student is performing well. Action plan discussed.
STU14210,No further action needed. Situation monitored.
STU14211,No further action needed. Action plan discussed.
STU14212,Participates actively in class. Follow-up required.
STU14213,"Discussed minor career goals, doing fine. Follow-up required."
STU14214,Monitor attendance next month. Situation monitored.
STU14215,Student is performing well. Situation monitored.
STU14216,Student is performing well. Action plan discussed.
STU14217,Discussed dropping out due to financial stress. Action plan discussed.
STU14218,Good academic-social balance. Situation monitored.
STU14219,Monitor attendance next month. Action plan discussed.
STU14220,Student is performing well. Action plan discussed.
STU14221,Good academic-social balance. Situation monitored.
STU14222,Participates actively in class. Action plan discussed.
STU14223,Good academic-social balance. Situation monitored.
STU14224,Monitor attendance next month. Follow-up required.
STU14225,"Discussed minor career goals, doing fine. Follow-up required."
STU14226,"Discussed minor career goals, doing fine. Situation monitored."
STU14227,Student expressed some stress regarding coursework. Follow-up required.
STU14228,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU14229,Family concerns mentioned briefly. Follow-up required.
STU14230,No major issues reported. Action plan discussed.
STU14231,Family concerns mentioned briefly. Situation monitored.
STU14232,"Discussed minor career goals, doing fine. Situation monitored."
STU14233,"Discussed minor career goals, doing fine. Follow-up required."
STU14234,Student is performing well. Follow-up required.
STU14235,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU14236,Good academic-social balance. Situation monitored.
STU14237,Monitor attendance next month. Follow-up required.
STU14238,Occasional absence noted. Action plan discussed.
STU14239,Student is performing well. Situation monitored.
STU14240,Emergency contact notified. Situation monitored.
STU14241,Multiple backlogs. Demotivated. Situation monitored.
STU14242,Good academic-social balance. Situation monitored.
STU14243,Participates actively in class. Follow-up required.
STU14244,Needs to improve focus in class. Situation monitored.
